x,y,val-esp
2,-5,25.5
4,4,196.0
1,3,1.5
5,3,501.5
-5,5,757.5
2,-4,20.0
-1,0,2.0
1,0,0.0
-5,-5,767.5
4,-2,196.0
2,-3,15.5
-5,2,750.0
-3,5,115.5
-3,2,108.0
4,-3,199.5
-2,1,23.5
-5,3,751.5
-3,-1,109.5
-4,-2,324.0
5,-1,501.5
-3,-4,120.0
0,2,0.0
0,4,4.0
-5,1,749.5
5,-1,501.5
-4,-2,324.0
-2,-4,36.0
-1,2,2.0
3,-2,58.0
-1,0,2.0
-5,-5,767.5
0,4,4.0
0,2,0.0
5,0,500.0
2,3,9.5
-1,-2,6.0
-1,-3,9.5
-1,-1,3.5
4,0,192.0
-3,4,112.0
-3,5,115.5
-2,5,31.5
3,1,53.5
-5,5,757.5
1,-1,1.5
-3,-4,120.0
-5,1,749.5
2,-1,9.5
1,3,1.5
0,1,-0.5
-2,0,24.0
0,-2,4.0
0,-3,7.5
1,0,0.0
1,-5,17.5
4,-5,209.5
1,-2,4.0
5,1,499.5
-1,-3,9.5
0,-3,7.5
-2,4,28.0
-5,-4,762.0
2,1,7.5
5,2,500.0
-1,-1,3.5
-3,5,115.5
-5,2,750.0
2,-1,9.5
3,-2,58.0
3,-2,58.0
0,-2,4.0
-3,-1,109.5
2,-5,25.5
1,4,4.0
0,-3,7.5
0,0,0.0
1,4,4.0
4,4,196.0
-3,2,108.0
-3,-3,115.5
3,-5,71.5
1,5,7.5
-1,4,6.0
-5,4,754.0
-1,1,1.5
-1,-4,14.0
5,5,507.5
3,3,55.5
5,-3,507.5
2,5,15.5
-4,1,319.5
-3,-2,112.0
-3,0,108.0
-1,5,9.5
4,4,196.0
-1,0,2.0
-4,2,320.0
1,4,4.0
-1,-5,19.5
3,-5,71.5
-2,-2,28.0
-3,0,108.0
1,-3,7.5
2,-4,20.0
1,-2,4.0
-5,1,749.5
3,-5,71.5
5,-2,504.0
-1,-2,6.0
-1,5,9.5
-5,0,750.0
0,-3,7.5
5,-2,504.0
-2,3,25.5
2,3,9.5
4,-2,196.0
-5,3,751.5
5,-2,504.0
2,-1,9.5
-3,4,112.0
2,1,7.5
0,-5,17.5
-4,0,320.0
4,4,196.0
4,3,193.5
-4,0,320.0
-4,-1,321.5
-4,-4,332.0
-3,4,112.0
1,-2,4.0
-1,1,1.5
0,5,7.5
0,-3,7.5
-4,2,320.0
1,3,1.5
1,-1,1.5
-3,-1,109.5
1,-4,12.0
-1,-5,19.5
-5,-1,751.5
4,5,199.5
-3,-1,109.5
-3,-4,120.0
5,2,500.0
0,-1,1.5
-2,-4,36.0
1,0,0.0
3,-2,58.0
3,5,61.5
-3,-5,125.5
-1,5,9.5
0,2,0.0
1,-5,17.5
1,1,-0.5
4,0,192.0
5,-2,504.0
3,1,53.5
5,0,500.0
3,-3,61.5
-1,4,6.0
4,-4,204.0
5,0,500.0
1,-4,12.0
0,5,7.5
2,-1,9.5
4,-3,199.5
0,-5,17.5
1,1,-0.5
1,2,0.0
4,-1,193.5
-4,4,324.0
0,-4,12.0
1,4,4.0
-5,-5,767.5
3,-1,55.5
2,1,7.5
-2,1,23.5
1,2,0.0
-2,3,25.5
5,3,501.5
5,-3,507.5
5,2,500.0
5,4,504.0
-1,-2,6.0
0,1,-0.5
5,2,500.0
3,5,61.5
0,-3,7.5
0,4,4.0
-1,0,2.0
0,5,7.5
-4,4,324.0
-1,2,2.0
2,4,12.0
5,4,504.0
0,0,0.0
1,-1,1.5
0,0,0.0
-4,5,327.5
-3,4,112.0
4,-1,193.5
-3,-5,125.5
5,5,507.5
3,5,61.5
2,-4,20.0
0,2,0.0
0,-1,1.5
-5,2,750.0
0,-4,12.0
4,2,192.0
5,1,499.5
4,3,193.5
-3,5,115.5
-1,5,9.5
0,5,7.5
-2,-5,41.5
3,4,58.0
-2,-4,36.0
-4,0,320.0
